Depth,BW,PW,MH,Ratio,Stability,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,Pillar Stress,SF_1,SF_2,SF_3,SF_4,SF_5,SF_6,SF_7
26.51,6.68,4.32,2.65,1.630188679,Intact,5628.315439,6623.087466,7181.0822,7393.7145,5306.089839,6451.086302,6944.983546,4297.022355,1.309817584,1.541320226,1.671176365,1.720660003,1.23482947,1.501292236,1.616231653
97.27,6.04,8.63,1.37,6.299270073,Intact,15387.47147,16218.08587,16647.43786,15711.28916,8520.161863,16080.81813,15577.6686,7026.799485,2.189826464,2.30803311,2.36913518,2.235909705,1.212523835,2.288498222,2.216893855
165.45,6.32,11.66,1.45,8.04137931,Intact,16899.10495,17980.93038,18544.09757,17380.4446,8665.663023,17801.44363,17401.75833,9835.332671,1.718203696,1.828197477,1.885457075,1.767143541,0.881074724,1.809948298,1.769310598
167.68,6.43,12.98,1.45,8.951724138,Intact,17830.01769,18971.43711,19565.62721,18259.37496,8815.642696,18782.06306,18360.3605,9373.957061,1.902080154,2.023845104,2.087232434,1.947883359,0.940439842,2.003642959,1.958656348
183.83,6.93,12.99,1.23,10.56097561,Intact,21027.22172,21766.87322,22144.10704,20361.2889,9651.883759,21645.54922,20609.73734,10807.28892,1.945651854,2.014091914,2.048997413,1.884032994,0.893090194,2.002865786,1.907021964
54,6.54,6,1.2,5,Intact,14647.94866,15100.80423,15331.05779,14506.82536,8646.432288,15026.65044,14251.15988,5896.935,2.483993577,2.560788652,2.599834963,2.460061941,1.466258707,2.54821368,2.416706286
112,5.5,17,1.05,16.19047619,Intact,28178.48188,28409.01687,28524.29481,25580.20358,10992.59286,28371.61733,26338.64391,4904.844291,5.745030873,5.792032363,5.815535238,5.21529371,2.241170608,5.784407342,5.369924579
98.15,5.23,12.56,2.65,4.739622642,Intact,9596.908979,11293.10684,12244.55043,12080.23513,6294.12758,10999.82556,11841.97575,4922.695015,1.949523371,2.29409029,2.487367264,2.453988128,1.278593852,2.23451291,2.405587938
64.79,5.37,13.03,3.08,4.230519481,Intact,8410.153478,10148.26714,11141.44705,11125.34246,5828.685767,9844.6668,10856.45823,3229.942591,2.603808966,3.141934216,3.44942572,3.444439692,1.804578751,3.047938632,3.36119232
80.5,6.39,6.58,1.65,3.987878788,Intact,11156.07519,12129.1747,12643.93978,12266.67723,7365.163694,11966.28066,11941.96091,7819.231189,1.426748349,1.551197861,1.61703107,1.568783034,0.941929394,1.530365374,1.527255126
54.6,6.37,5.67,1.6,3.54375,Intact,10679.57517,11551.59659,12011.1329,11689.91756,7314.585639,11405.9319,11326.84614,6154.878829,1.735139791,1.876819497,1.951481619,1.899292884,1.188420738,1.853152957,1.840303676
25.15,6.54,4.39,1.65,2.660606061,Intact,9112.357418,9907.191658,10327.65524,10183.02257,6903.360988,9774.138712,9754.274175,3897.528338,2.337983622,2.541916517,2.649796063,2.612687243,1.771215086,2.507778742,2.502682041
35.73,6.12,5,1.73,2.89017341,Intact,9275.15827,10164.24274,10637.33545,10478.47795,6867.398891,10014.9269,10070.57317,4418.171712,2.09932046,2.300554031,2.407632872,2.37167739,1.554353099,2.266758186,2.279353052
55.7,6.13,6.85,1.7,4.029411765,Intact,11047.87608,12071.5702,12615.10951,12251.91019,7291.989166,11899.85428,11932.52905,4999.924493,2.209608585,2.4143505,2.523060003,2.450419044,1.458419857,2.380006798,2.38654185
52.5,6.38,5.66,1.7,3.329411765,Intact,10042.49731,10973.03322,11467.10937,11222.2955,7072.714903,10816.9438,10846.64509,5939.083395,1.69091704,1.847597094,1.930787734,1.889566918,1.19087651,1.821315358,1.826316348
35.5,6.81,4.6,2,2.3,Intact,7695.40268,8639.79344,9151.427619,9163.707862,6256.870775,8479.603581,8726.887519,5460.394081,1.409312692,1.582265549,1.67596468,1.678213647,1.145864325,1.552928865,1.598215695
40.33,6.52,4.53,1.83,2.475409836,Intact,8346.039606,9232.297131,9707.182927,9648.724002,6554.054418,9082.880364,9215.837273,5999.242023,1.391182348,1.538910598,1.618068231,1.608323846,1.092480416,1.514004658,1.536166942
22.62,6.2,4.8,1.65,2.909090909,Intact,9528.380782,10359.50306,10799.16286,10609.96609,7002.689316,10220.37561,10199.60416,2969.856771,3.208363742,3.48821639,3.636257129,3.572551444,2.357921562,3.441369869,3.434375777
28.75,6.08,5,2,2.5,Intact,8023.011903,9007.607333,9541.022839,9522.014421,6340.903343,8840.597861,9098.409188,3529.534,2.273107981,2.552067025,2.703196184,2.697810652,1.796527061,2.504749313,2.577793326
22.3,5.74,6.24,3.5,1.782857143,Intact,5121.612073,6313.439803,7005.250852,7287.564843,4829.19275,6103.461462,6869.832105,2054.893548,2.492397759,3.072392636,3.409057788,3.546443976,2.35009388,2.970208101,3.343157174
37.7,5.94,7.05,3.06,2.303921569,Intact,6226.665876,7505.351566,8235.423146,8423.125711,5302.075458,7282.098713,8022.154455,3199.789633,1.945961013,2.345576561,2.57373893,2.632399838,1.657007511,2.275805458,2.507088082
36.26,6.82,6.23,2.63,2.368821293,Intact,6810.369962,8003.93061,8672.806202,8793.790957,5649.693086,7797.663858,8384.486289,3977.523356,1.712213695,2.012290034,2.180453872,2.210870979,1.420404755,1.960431947,2.107966576
50.17,7.04,5.85,2.6,2.25,Intact,6675.549416,7830.465207,8476.769073,8607.791102,5628.491664,7631.03216,8190.266794,6089.45201,1.096247972,1.285906383,1.392041362,1.413557589,0.924301834,1.253155809,1.34499242
37.08,6.65,6.29,2.78,2.262589928,Intact,6473.854835,7679.243482,8359.381694,8515.147233,5488.351218,7470.148379,8103.925224,3923.259147,1.650121644,1.957363303,2.130723815,2.170426912,1.398926508,1.904067027,2.065610484
61.1,6.61,7.08,4.49,1.576837416,Intact,4252.582208,5464.845105,6190.337151,6552.622421,4296.870487,5247.678326,6146.751412,5711.124133,0.744613864,0.956877311,1.083908703,1.147343722,0.752368603,0.918852086,1.076276976
42,6.78,5.38,3.96,1.358585859,Intact,4203.183804,5289.242489,5929.282987,6274.273618,4406.311966,5096.30848,5850.674907,5364.03864,0.783585669,0.986056001,1.105376636,1.169692099,0.821454181,0.950087951,1.090721991
39.33,6,8.05,2.68,3.003731343,Intact,7597.060346,8956.618719,9720.291178,9771.912532,5825.532563,8721.364693,9406.001504,2995.193212,2.536417456,2.990330868,3.245296877,3.26253161,1.944960525,2.911787012,3.140365525
59.16,6.57,7.17,3.51,2.042735043,Intact,5474.379383,6751.514114,7493.102449,7753.870524,4929.996159,6526.463112,7349.301355,5431.2942,1.007932765,1.243076487,1.379616381,1.427628524,0.907701917,1.201640506,1.353139985
64.24,5.05,5.59,1,5.59,Intact,16966.34657,16966.34657,16966.34657,15837.69086,9450.794487,16966.34657,15628.14253,5818.421523,2.91597068,2.91597068,2.91597068,2.721990973,1.624288383,2.91597068,2.685976337
59.98,5.86,6.19,1.52,4.072368421,Intact,11745.84232,12596.5625,13042.02606,12590.51111,7630.25339,12454.95804,12267.50581,5682.497664,2.067021056,2.216729903,2.295122115,2.215664986,1.342764017,2.1918105,2.158822852
17.91,5.62,4.31,1.71,2.520467836,Intact,8712.142187,9528.73623,9962.629561,9861.989628,6749.178783,9391.704298,9426.333857,2376.728375,3.6656028,4.009181835,4.191740909,4.149397016,2.839692938,3.951526138,3.966096401
29.56,6,6.2,2.1,2.952380952,Intact,8508.617097,9630.960513,10242.68469,10179.29903,6389.170654,9439.949724,9791.37757,2861.414152,2.973570635,3.36580446,3.579588325,3.557436461,2.23287169,3.299050477,3.421866619
45.72,5.18,5.49,1.83,3,Intact,9187.926504,10163.58315,10686.37192,10540.66447,6758.74258,9999.094321,10145.46294,4317.480456,2.128075992,2.354054234,2.475140774,2.441392516,1.565436751,2.315955897,2.349857294
76.2,5.49,6.71,2.74,2.448905109,Intact,6784.113846,8027.817137,8728.322169,8856.444754,5589.786542,7812.287297,8455.461679,6297.520661,1.077267422,1.274758364,1.385993415,1.40633834,0.887617023,1.24053381,1.342665175
85.34,5.49,8.23,3.2,2.571875,Intact,6433.278747,7812.54291,8604.385583,8781.472963,5302.905838,7571.002094,8400.33087,5929.269622,1.085003577,1.317623149,1.451171245,1.481037889,0.894360718,1.276886122,1.416756431
121.92,5.49,12.8,2.29,5.589519651,Intact,11211.19567,12874.9176,13791.47775,13418.61207,6841.108996,12590.0919,13241.02503,6223.324321,1.801480221,2.06881675,2.216094974,2.156180745,1.09926924,2.023049297,2.127645026
97.54,5.49,9.75,3.2,3.046875,Intact,7002.204006,8503.44302,9365.312085,9493.482793,5448.672195,8240.541608,9143.211849,5957.766286,1.17530693,1.427287109,1.57195023,1.593463445,0.914549503,1.383159596,1.534671118
108,6,9,1.14,7.894736842,Intact,18884.21053,19301.98366,19513.04501,18083.26233,9489.942113,19233.81846,18092.11411,7500,2.517894737,2.573597821,2.601739334,2.411101644,1.265325615,2.564509128,2.412281881
108,6,9,1.1,8.181818182,Intact,19570.90909,19884.90763,20042.83591,18514.6204,9678.214756,19833.8021,18550.16746,7500,2.609454545,2.651321018,2.672378121,2.468616053,1.290428634,2.644506946,2.473355662
150,6,9,1.15,7.826086957,Intact,18720,19162.0683,19385.64719,17979.32611,9444.466258,19089.89511,17981.84401,10416.66667,1.79712,1.839558557,1.86102213,1.726015307,0.906668761,1.83262993,1.726257025
208,6,17,1.2,14.16666667,Intact,24656.17164,25418.44115,25806.01564,23422.28772,10214.20505,25293.62172,23988.2766,9518.3391,2.590385926,2.670470224,2.711188934,2.460753653,1.073107918,2.657356651,2.520216642
208,6,17,1.1,15.45454545,Intact,26897.64179,27329.19151,27546.24316,24806.74382,10714.90391,27258.95367,25494.76661,9518.3391,2.825875555,2.871214318,2.89401784,2.606205091,1.125711513,2.863835106,2.678489003
166,6,17,1.48,11.48648649,Intact,19991.49052,21344.15086,22050.10207,20394.64742,9101.444266,21119.41166,20712.98637,7596.366782,2.631717385,2.809784134,2.902716878,2.684789717,1.198131229,2.780199043,2.726696454
174,6,17,1.17,14.52991453,Intact,25288.38117,25960.20203,26300.71132,23816.95659,10357.43064,25850.38703,24417.19755,7962.456747,3.175952093,3.260325657,3.303090008,2.991156793,1.300783284,3.246534059,3.066540683
64.47,6,9,1.89,4.761904762,Intact,11390.47619,12668.08597,13355.41328,12952.96505,7186.331372,12452.21278,12699.87514,4477.083333,2.54417337,2.829539909,2.983061132,2.893170415,1.605136835,2.781322538,2.83664033
50,6,10,3.8,2.631578947,Intact,5971.711708,7463.158997,8337.670587,8574.824818,4977.38749,7198.939719,8210.184975,3200,1.866159909,2.332237187,2.605522058,2.679632756,1.555433591,2.249668662,2.565682805
34.6,5.6,12.21,3.4,3.591176471,Intact,7374.988458,9047.2861,10014.54158,10115.6909,5463.155119,8753.231072,9806.726186,1840.401669,4.00727112,4.915930175,5.441497772,5.496458227,2.968458033,4.756152539,5.328579272
77.65,5.84,12,3.8,3.157894737,Intact,6541.682418,8175.481066,9133.460515,9324.995469,5124.723652,7886.043348,8993.807024,4290.507611,1.524687289,1.905481078,2.128759891,2.173401451,1.194432947,1.83802106,2.096210481
55.75,6,10.28,2.8,3.671428571,Intact,8217.145102,9758.798421,10629.44193,10623.67955,5913.769746,9491.242734,10308.3082,3495.485075,2.35078821,2.79182952,3.040906113,3.03925759,1.691830924,2.715286299,2.949035107
55.75,6,11,3,3.666666667,Intact,7933.366499,9530.962646,10440.89748,10471.84094,5755.573039,9252.401995,10160.44955,3328.873967,2.383198216,2.863119103,3.136465239,3.145760713,1.728984965,2.779438959,3.052218153
79.92,6,9,2.9,3.103448276,Intact,7423.448276,8868.009558,9687.354359,9764.529139,5678.613789,8616.708607,9411.180775,5550,1.337558248,1.59783956,1.745469254,1.75937462,1.023173656,1.552560109,1.695708248
34.15,6,8,3,2.666666667,Intact,6765.597682,8128.032254,8904.027292,9044.900547,5469.657568,7890.474933,8664.86049,2614.609375,2.587613181,3.108698505,3.405490463,3.459369737,2.091959748,3.017840833,3.314017219
36.53,6,7,3,2.333333333,Intact,6328.637136,7603.077981,8328.954872,8506.04156,5354.037718,7380.863455,8105.234814,3149.780612,2.009231091,2.413843666,2.644296825,2.700518737,1.6998129,2.343294459,2.573269638
45.72,5.49,4.27,1.19,3.588235294,Intact,12460.89987,12828.20078,13014.75948,12474.35956,8226.215099,12768.09134,12092.95743,5971.591837,2.086696514,2.148204555,2.179445588,2.088950468,1.377558166,2.138138655,2.025081044
68.58,5.49,5.18,1.19,4.352941176,Intact,13724.62062,14129.17132,14334.64985,13633.6809,8484.463054,14062.96588,13319.36334,7274.561316,1.886659556,1.942271253,1.970517427,1.874158497,1.166319546,1.9331703,1.830950729
91.44,5.49,6.1,1.19,5.12605042,Intact,14893.62402,15332.63258,15555.61287,14698.50484,8709.322548,15260.78805,14453.84869,8252.46,1.804749616,1.857946913,1.88496677,1.781105856,1.055360771,1.849241081,1.751459406
76.2,6.1,7.62,1.37,5.562043796,Intact,14459.03632,15239.53386,15642.98001,14837.00157,8352.162079,15110.54846,14637.7575,6175.800525,2.341240825,2.467620805,2.532947745,2.402441838,1.35240153,2.446735188,2.370179776
30.48,6.71,5.49,2.59,2.11969112,Intact,6491.855406,7610.091855,8235.572205,8381.232033,5583.405048,7417.043142,7955.688987,3762.962963,1.725197795,2.02236693,2.188587102,2.227295914,1.483778901,1.971064615,2.114208688
63.64,6,14,3,4.666666667,Intact,8950.044469,10752.376,11778.92094,11700.41587,5981.997479,10438.1172,11462.533,3246.938776,2.756456185,3.311542576,3.627700353,3.603522173,1.842349946,3.214756397,3.530258435
70.79,6,12,2.2,5.454545455,Intact,11299.26963,12889.46703,13761.19162,13375.4017,6921.79854,12617.97166,13185.48794,3981.9375,2.837631086,3.236983762,3.45590347,3.359018492,1.738299142,3.168802036,3.311324686
118.62,6,15,3.5,4.285714286,Intact,7940.722426,9788.572879,10861.18038,10909.36569,5556.733993,9463.015282,10651.22252,5812.38,1.366173999,1.684090317,1.868628751,1.876918868,0.956016983,1.628079252,1.832506223
108.75,6,14,3,4.666666667,Intact,8950.044469,10752.376,11778.92094,11700.41587,5981.997479,10438.1172,11462.533,5548.469388,1.613065486,1.93789949,2.122913567,2.108764608,1.078134718,1.881260663,2.065891005
53.86,6,7,5,1.4,Intact,3797.182282,4968.08979,5678.111897,6071.658344,4042.635767,4756.825788,5668.543405,4644.05102,0.817644394,1.069775024,1.222663548,1.307405607,0.870497708,1.024283706,1.220603172
98.72,6,13,4,3.25,Intact,6468.358988,8153.388443,9147.641007,9352.695129,5046.384889,7853.848394,9030.902254,5271.881657,1.226954512,1.546580324,1.735175712,1.774071525,0.957226512,1.489761892,1.713032052
170,6,22,2.6,8.461538462,Intact,12945.5475,15185.21592,16438.55956,15831.22253,6957.203673,14798.46573,15882.96052,6884.297521,1.880445675,2.205775662,2.387833981,2.299613357,1.010590209,2.149597063,2.307128719
154,6.26,21.37,2.72,7.856617647,Intact,12195.95426,14414.14193,15662.38925,15162.71715,6755.200696,14029.92772,15167.20259,6435.96176,1.89496997,2.239625167,2.433574007,2.355936489,1.049602367,2.179927141,2.356633423
171.7,6.81,21.19,2.9,7.306896552,Intact,11390.6868,13607.25038,14864.46935,14478.38069,6512.451234,13221.6492,14440.70311,7494.876019,1.519796561,1.815540424,1.983284222,1.931770539,0.868920475,1.764091783,1.926743428
151,6.15,23.85,3.34,7.140718563,Intact,10492.52844,12833.52068,14184.58949,13926.89875,6140.730172,12422.37571,13877.87989,5972.864997,1.756699413,2.148637327,2.374838456,2.331694883,1.028104632,2.079801857,2.323487957
137,5.84,21.82,2.84,7.683098592,Intact,11802.97434,14050.62445,15322.19722,14878.71787,6618.721424,13660.16769,14869.8297,5503.708641,2.144549269,2.552937549,2.783976809,2.703398534,1.202592989,2.481993249,2.701783591
106,6.35,15.84,3.16,5.012658228,Intact,9038.012467,10952.68705,12050.21253,11966.75328,5929.462994,10617.66766,11757.04256,5200.560151,1.737892112,2.106059104,2.317098963,2.301050835,1.140158526,2.041639238,2.260726194
91.44,6.1,6.1,1.52,4.013157895,Intact,11660.13986,12504.65283,12946.8661,12505.9701,7612.393509,12364.08158,12177.99708,9144,1.275168401,1.367525463,1.415886494,1.367669521,0.832501477,1.352152404,1.331801955
60.96,5.49,9.75,2.29,4.257641921,Intact,9784.739222,11236.77749,12036.71912,11839.49381,6549.583047,10988.19159,11556.30325,3723.451228,2.627868239,3.017839311,3.232678066,3.179709653,1.759008685,2.951077082,3.103653718
114,5.49,12.8,1.98,6.464646465,Intact,12966.48388,14533.3359,15381.13989,14770.66303,7410.886646,14267.74541,14660.23092,5819.053253,2.22828067,2.497543032,2.643237521,2.538327523,1.273555392,2.451901501,2.519349846
146.3,5.49,17.37,2.13,8.154929577,Intact,14041.15184,15930.96669,16962.80372,16197.94083,7475.523638,15609.02874,16226.90323,6334.861875,2.216489028,2.514808847,2.677691171,2.556952488,1.180061031,2.463988805,2.561524395
91.44,5.49,12.8,2.07,6.183574879,Intact,12402.72372,14005.03237,14876.8045,14343.61395,7231.898717,13732.60467,14211.08387,4667.493241,2.657255849,3.0005469,3.18732213,3.073087247,1.549418144,2.942179872,3.044692972
114,5.49,17.37,1.98,8.772727273,Intact,15104.87546,16930.12777,17917.74892,16997.74544,7781.880302,16620.73693,17077.94991,4936.256007,3.059986241,3.429750756,3.629825701,3.443448925,1.576474213,3.367073529,3.459696963
106.68,6.1,9.14,1.68,5.44047619,Intact,12913.56777,14082.27744,14701.90346,14099.81954,7686.236025,13886.39599,13898.1841,7414.81907,1.74158906,1.899207156,1.982773055,1.901572972,1.036604663,1.872789593,1.874379397
140.21,5.49,12.8,2.44,5.245901639,Intact,10521.98282,12212.13761,13150.58416,12868.3164,6606.502759,11921.53462,12665.82741,7156.925058,1.47018206,1.706338618,1.837462885,1.798023075,0.923092348,1.665734169,1.769730339
93.88,5.49,9.75,1.98,4.924242424,Intact,11316.69334,12684.18695,13424.1206,13032.4338,7095.080281,12452.38886,12794.93648,5734.21262,1.973539192,2.212018945,2.34105735,2.272750361,1.237324242,2.171595245,2.231332761
39.62,6.1,6.1,2.59,2.355212355,Intact,6843.016441,8021.741155,8681.055334,8797.439925,5678.326145,7818.249944,8386.032519,3962,1.727162151,2.02466965,2.191079085,2.220454297,1.433196907,1.973308921,2.116615981
91.44,6.1,6.1,1.55,3.935483871,Intact,11434.45973,12302.71725,12758.46933,12345.68618,7531.002116,12157.99855,12012.52178,9144,1.250487722,1.345441519,1.395283172,1.350140659,0.823600406,1.329614889,1.313705357
223.38,5,28,3.5,8,Intact,10849.09223,13373.73658,14839.19741,14537.51632,6140.309903,12928.94023,14552.34037,7757.041454,1.398612125,1.724076977,1.912997049,1.874105792,0.791578843,1.666735997,1.876016837
173.22,5,25,4.2,5.952380952,Intact,8542.857143,10856.39848,12229.69051,12234.61486,5454.635337,10443.78793,12103.10945,6235.92,1.369943351,1.740945759,1.961168602,1.961958277,0.874712206,1.674779011,1.940869903
215.05,5,35,3,11.66666667,Intact,14151.26284,17000.9992,18624.10928,17834.20286,6926.544473,16504.11242,18123.85602,7022.040816,2.015263541,2.421090912,2.652235976,2.539746397,0.986400486,2.35032989,2.580995539
254.45,5,35,4,8.75,Intact,10613.44713,13378.2861,15009.68088,14750.07186,5912.89711,12886.79321,14818.13297,8308.571429,1.277409386,1.610178864,1.806529679,1.775283752,0.711662307,1.551023942,1.783475427
215.05,5,25,3,8.333333333,Intact,11960,14368.46681,15740.24519,15276.88488,6563.50985,13948.52083,15317.45403,7741.8,1.544860368,1.855959443,2.033150584,1.973298829,0.847801525,1.801715471,1.978539103
62.48,6,10,2.2,4.545454545,Intact,10314.77477,11766.41974,12562.19178,12299.38683,6722.79635,11518.57951,12036.64863,3998.72,2.579519138,2.942546551,3.141553243,3.075830973,1.681237083,2.880566659,3.010125398
62.48,6,15,2.1,7.142857143,Intact,13234.53738,14980.26124,15931.75388,15283.38927,7359.298512,14683.1578,15229.77835,3061.52,4.322864909,4.89307966,5.203870586,4.992091924,2.403805467,4.796035236,4.974580714
62.48,6,9,2.25,4,Intact,9568,10955.58688,11718.35893,11544.98897,6529.213149,10718.32001,11240.74127,4338.888889,2.205172855,2.524975209,2.700774145,2.660816921,1.50481225,2.470291423,2.59069581
70,6,15,3,5,Intact,9264.176164,11129.76653,12192.3415,12077.70398,6048.397725,10804.47778,11864.84887,3430,2.700925995,3.244829893,3.554618513,3.521196496,1.763381261,3.149993521,3.459139612
122.17,6,12,2.8,4.285714286,Intact,8877.997568,10543.63621,11484.30002,11407.26426,6061.980181,10254.56273,11137.33955,6872.0625,1.291897093,1.534275366,1.671157679,1.659947688,0.882119477,1.492210341,1.62066913
122,6.6,15.4,2.5,6.16,Intact,11264.263,13126.79682,14164.06085,13788.00893,6714.578269,12806.02611,13658.52537,6224.489796,1.809668481,2.108895227,2.275537645,2.215122746,1.078735525,2.057361572,2.19432047
122,6.6,15.4,2.5,6.16,Intact,11264.263,13126.79682,14164.06085,13788.00893,6714.578269,12806.02611,13658.52537,6224.489796,1.809668481,2.108895227,2.275537645,2.215122746,1.078735525,2.057361572,2.19432047
94,6.78,10.22,3,3.406666667,Intact,7646.921347,9186.834079,10063.91446,10123.47965,5688.239624,8918.331245,9793.592489,6502.253744,1.176041669,1.412869205,1.547757879,1.556918577,0.874810465,1.371575394,1.506184298
94,6.8,10.2,2.8,3.642857143,Intact,8185.109327,9720.752279,10588.00146,10585.56902,5906.382114,9454.239697,10268.11972,6527.777778,1.253889088,1.489136519,1.621991713,1.621619085,0.904807473,1.44830906,1.572988552
45.72,6.1,6.1,2.9,2.103448276,Intact,6111.52158,7300.789306,7975.333433,8164.911383,5336.005945,7093.900118,7747.967288,4572,1.336728255,1.596848055,1.74438614,1.785851134,1.167105412,1.551596701,1.694656012
60.96,6.1,7.62,2.9,2.627586207,Intact,6830.648191,8159.853911,8913.769864,9044.80146,5529.37859,7928.620618,8659.650145,4940.64042,1.382543073,1.65157818,1.804172963,1.830694139,1.119162319,1.604775888,1.752738392
76.2,6.1,9.14,2.9,3.151724138,Intact,7480.9634,8936.716801,9762.409693,9834.108634,5692.655761,8683.46883,9484.096382,5296.299336,1.412488782,1.687351155,1.843251122,1.856788676,1.074836485,1.639535132,1.790702485
91.44,6.1,10.67,2.9,3.679310345,Intact,8082.889503,9655.774339,10547.90334,10559.7925,5835.389348,9382.149773,10247.19665,5646.94441,1.431374017,1.70991135,1.867895728,1.870001143,1.033371134,1.661456018,1.814644506
40.07,6,8,3.2,2.5,Intact,6342.747827,7702.602594,8483.302233,8667.719298,5278.910998,7464.460809,8282.119036,3067.859375,2.067483236,2.510741743,2.765218739,2.825331359,1.720714789,2.433117003,2.699641028
40.07,6,7.5,3.2,2.34375,Intact,6141.339176,7458.012893,8213.922067,8414.17665,5224.680578,7227.4331,8019.127274,3245.67,1.892163768,2.29783462,2.53073235,2.592431347,1.609738691,2.226792342,2.47071553
56.11,6,7.5,3.5,2.142857143,Intact,5614.938675,6921.566261,7680.014296,7930.958948,4973.416236,6691.362276,7531.551674,4544.91,1.235434514,1.522927024,1.689805584,1.745020022,1.094282667,1.472276079,1.657139894
111.91,6,13.4,3,4.466666667,Intact,8756.157696,10519.44492,11523.7516,11467.02103,5940.219699,10211.99398,11214.21764,5864.118902,1.493175333,1.793866239,1.965129253,1.95545507,1.012977363,1.74143706,1.91234486
121.02,6,13,3.5,3.714285714,Intact,7392.410272,9112.665424,10111.20866,10214.36712,5430.95172,8809.587795,9915.748538,6462.754438,1.143848237,1.41002811,1.564535487,1.580497482,0.840346291,1.363132064,1.534291397
143.26,5.49,12.8,1.68,7.619047619,Intact,15281.92743,16664.97948,17398.24545,16462.46597,8111.775454,16433.1732,16447.12326,7312.610255,2.089804721,2.278937192,2.379211369,2.251243454,1.109285901,2.247237666,2.249145337
140.72,6,15,2.7,5.555555556,Intact,10293.52907,12150.72086,13194.87367,12947.45245,6409.246298,11829.19585,12772.98653,6895.28,1.492836994,1.762179471,1.913609551,1.877726859,0.929512115,1.715549746,1.852424634
83.43,6,12,2.8,4.285714286,Intact,8877.997568,10543.63621,11484.30002,11407.26426,6061.980181,10254.56273,11137.33955,4692.9375,1.891778352,2.246702883,2.447145315,2.430730062,1.291724039,2.185105327,2.373212845
101.21,6,12,2.3,5.217391304,Intact,10807.99704,12420.92003,13309.97305,12988.69239,6754.623079,12144.70903,12781.52275,5693.0625,1.898450445,2.181764214,2.337928496,2.281494782,1.186465646,2.133247093,2.245104941
114.35,6,12,2.3,5.217391304,Intact,10807.99704,12420.92003,13309.97305,12988.69239,6754.623079,12144.70903,12781.52275,6432.1875,1.680298816,1.931056896,2.069276284,2.019327388,1.050128448,1.888114895,1.987119117
119.41,6,15,2.3,6.52173913,Intact,12083.70804,13887.01077,14881.00226,14392.75847,7000.139933,13578.19748,14290.17686,5851.09,2.065206319,2.37340577,2.543287192,2.459842264,1.196382201,2.320627007,2.442310212
114.3,6,12,2.6,4.615384615,Intact,9560.920458,11215.02521,12140.68083,11979.07802,6314.167347,10929.39127,11730.34375,6429.375,1.48706841,1.744341435,1.888314313,1.863179239,0.982081049,1.699915041,1.824492077
104.76,6,12,4.8,2.5,Intact,5178.831915,6729.752653,7665.528895,7992.572539,4506.804807,6450.681346,7637.007487,5892.75,0.878848062,1.142039396,1.300840676,1.356340001,0.764805024,1.09468098,1.296000592
130.75,6,15,2,7.5,Intact,13896.26425,15601.63356,16525.53631,15783.54715,7559.455831,15312.36466,15758.90698,6406.75,2.169003667,2.435186882,2.579394594,2.463580935,1.179920526,2.390036237,2.459734964
44.55,6,12,2.5,4.8,Intact,9943.357276,11587.48075,12503.10984,12293.21274,6451.852418,11304.32528,12056.85607,2505.9375,3.967919103,4.624010277,4.989394126,4.905634216,2.57462623,4.511016446,4.811315553
44.55,6,12,3,4,Intact,8286.131063,9954.765818,10905.16176,10899.47991,5836.261455,9663.818707,10612.24345,2505.9375,3.306599252,3.972471707,4.351729347,4.349461991,2.32897327,3.856368607,4.234839634
40.3,6,8,2.1,3.80952381,Intact,9665.139546,10940.036,11634.90797,11445.61385,6655.124982,10723.06232,11122.25753,3085.46875,3.132470405,3.545664171,3.770872083,3.709521883,2.156925097,3.475343032,3.604722144
37.36,6,10,2.8,3.571428571,Intact,8104.465889,9624.978984,10483.68363,10489.58072,5887.697828,9361.092207,10166.95351,2391.04,3.389514976,4.025436205,4.384570575,4.387036905,2.46240039,3.915071353,4.252105154
70.76,6,14,2.6,5.384615385,Intact,10326.97439,12113.61172,13113.43406,12859.34704,6471.837056,11805.0918,12670.21936,3610.204082,2.860496015,3.355381426,3.632324868,3.561944628,1.792651304,3.269923675,3.509557651
44.55,6,6,3.3,1.818181818,Intact,5326.526786,6501.834989,7179.142938,7440.683042,4956.829299,6295.584637,7019.680194,4455,1.195628908,1.459446687,1.611479896,1.67018699,1.112644063,1.413150311,1.57568579
87.53,6,12,3.6,3.333333333,Intact,6905.10922,8552.105897,9511.437916,9663.760379,5279.405907,8261.385773,9340.719532,4923.5625,1.402461981,1.736975188,1.931820286,1.962757735,1.072273563,1.677928486,1.897146534
90.22,6.71,8.53,2.9,2.94137931,Intact,7227.01486,8633.351304,9431.015252,9526.564358,5630.090504,8388.70008,9162.149555,7199.705017,1.003793189,1.199125698,1.309916896,1.323188149,0.781989052,1.165144969,1.272572909
115.82,6.1,7.62,1.83,4.163934426,Intact,10824.52446,11973.96979,12589.88022,12256.43024,7122.740565,11780.18141,11952.62192,9386.892609,1.153153115,1.275605281,1.34121916,1.305696224,0.758796426,1.25496071,1.273331061
84.84,6,7,2.26,3.097345133,Intact,8400.845756,9626.293972,10300.30585,10254.53469,6256.601218,9416.68824,9882.676334,7315.285714,1.148396123,1.315914969,1.408052434,1.401795513,0.855277765,1.287261852,1.350962453
