Depth,BW,PW,MH,Ratio,Stability,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,Pillar Stress,SF_1,SF_2,SF_3,SF_4,SF_5,SF_6,SF_7
84.65,6,6,1.75,3.428571429,Intact,10044.30765,11028.26925,11552.59421,11309.07002,7026.122272,10862.88879,10943.35406,8465,1.186569126,1.302807945,1.364748282,1.33597992,0.830020351,1.283270973,1.292776617
85.34,6.1,7.62,3.05,2.498360656,Intact,6494.714674,7824.167685,8582.91944,8748.706011,5378.11784,7592.102344,8359.283564,6916.572399,0.93900769,1.131220384,1.240920928,1.264890398,0.777569803,1.097668311,1.20858759
108.51,6.4,8.84,2.29,3.860262009,Intact,9316.935313,10699.5523,11461.24908,11317.72282,6447.706753,10462.85117,11003.80167,8062.60115,1.155574379,1.327059605,1.421532439,1.403730956,0.799705533,1.297701694,1.364795489
79.4,6,24,3,8,Intact,11718.35893,14078.16483,15422.22766,14992.69041,6520.779858,13666.70348,15007.97861,3101.5625,3.778211443,4.539055663,4.972405896,4.833915295,2.102417687,4.406393061,4.838844489
138.89,6,17.78,3,5.926666667,Intact,10086.18788,12117.31236,13274.16976,13060.23556,6215.195886,11763.16068,12917.61866,6211.137933,1.623887279,1.950900542,2.137155848,2.102712208,1.000653335,1.893881734,2.079750731
138.89,6,31.06,3,10.35333333,Intact,13330.9746,16015.52392,17544.54924,16880.87949,6795.446101,15547.43954,17073.29353,4943.32215,2.696764281,3.239830106,3.549141389,3.414885573,1.37467191,3.145139862,3.453809606
79.4,6,19.47,3,6.49,Intact,10554.65765,12680.12108,13890.71065,13617.29167,6306.149933,12309.52024,13517.59894,3396.929221,3.107117329,3.732818747,4.089196372,4.008706328,1.856426649,3.623719965,3.979358431
60.96,6.71,7.01,3.35,2.092537313,Intact,5671.482965,6940.313922,7672.869888,7913.764926,5039.908699,6717.426218,7508.083666,5837.906752,0.971492558,1.188836036,1.314318678,1.355582619,0.863307503,1.150656648,1.286091742
30.48,6.1,6.1,3.2,1.90625,Intact,5538.566432,6726.008559,7407.72521,7651.298906,5054.78532,6518.060184,7232.049536,3048,1.817114971,2.206695721,2.43035604,2.51026867,1.658394134,2.138471189,2.372719664
44.2,6.1,6.1,4.27,1.428571429,Intact,4150.682104,5289.333218,5966.593371,6324.872229,4313.202739,5086.035358,5909.719453,4420,0.939068349,1.196681724,1.349908002,1.430966568,0.975837724,1.150686732,1.3370406
42.8,6,7,2.2,3.181818182,Intact,8629.959731,9844.493055,10510.28371,10438.27079,6349.881812,9637.135039,10070.58276,3690.408163,2.338483807,2.667589226,2.848000342,2.828486803,1.720644853,2.611400857,2.728853372
67.8,6,11,4,2.75,Intact,5950.024874,7500.026534,8414.605873,8660.908909,4913.288483,7224.489764,8307.221838,4048.38843,1.469726776,1.852595586,2.078507539,2.139347313,1.21364058,1.784534733,2.051982408
67.8,6,11.73,4,2.9325,Intact,6144.286312,7744.893735,8689.333033,8920.720271,4964.061082,7460.361008,8578.443034,3872.497531,1.586646928,1.999973834,2.243857605,2.303609028,1.281875855,1.926498584,2.215222338
36.3,6,8,3.7,2.162162162,Intact,5485.619742,6825.200083,7608.098567,7875.727591,4873.779532,6588.30871,7481.785382,2779.21875,1.973799199,2.455798085,2.737495408,2.833791903,1.753650925,2.370561407,2.692046239
51.8,6.02,10.98,2.88,3.8125,Intact,8256.40736,9851.665506,10755.71372,10748.81194,5884.545649,9574.278597,10445.46764,3104.294611,2.659672613,3.173560097,3.464785102,3.462561801,1.895614427,3.084204239,3.364844177
124.9,5.73,18.27,2.67,6.842696629,Intact,11487.8946,13535.29804,14684.8075,14281.85861,6655.480324,13181.11105,14207.3425,5388.251218,2.13202654,2.512002037,2.725338315,2.650555446,1.235183746,2.446268839,2.636726078
110,6.18,17.82,3.46,5.150289017,Intact,8755.081255,10771.74068,11940.68401,11898.98033,5748.252113,10416.71627,11703.13029,4988.153136,1.755174915,2.159464713,2.393808628,2.385448082,1.152380842,2.088291194,2.346185046
146.2,6.29,19.89,2.91,6.835051546,Intact,10997.8257,13145.49553,14364.1549,14030.88476,6434.619213,12771.79241,13957.054,6332.236102,1.736799691,2.075964212,2.268417455,2.215786735,1.016168556,2.016948232,2.204127227
68.9,6,12.9,3,4.3,Intact,8591.243542,10321.32088,11306.71236,11268.17722,5904.186856,10019.66049,11003.00819,3697.459438,2.323553155,2.791462909,3.057967925,3.047545865,1.596822617,2.709877055,2.975829317
34.5,6.5,5.5,5.5,1,Intact,3059.856681,4067.631992,4685.88642,5102.815807,3690.973959,3884.649697,4700.336188,4105.785124,0.745254949,0.99070747,1.141288762,1.242835573,0.8989691,0.946140526,1.144808129
33.8,6,8,2.4,3.333333333,Intact,8456.997103,9788.394384,10526.13637,10480.07533,6183.874185,9559.732844,10129.74665,2587.8125,3.26800999,3.782497528,4.067580774,4.049781557,2.389614466,3.69413659,3.91440518
52.8,6,8,3,2.666666667,Intact,6765.597682,8128.032254,8904.027292,9044.900547,5469.657568,7890.474933,8664.86049,4042.5,1.673617237,2.010644961,2.202604154,2.237452207,1.353038359,1.951880008,2.143441061
38.37,6.4,8.1,5.9,1.372881356,Intact,3461.568481,4655.91683,5394.93145,5821.343293,3778.082409,4438.050191,5430.596818,3073.956904,1.126095319,1.514633085,1.755044595,1.893762169,1.229061606,1.443758104,1.766647024
52.8,6,11.3,3,3.766666667,Intact,8040.821053,9660.056056,10582.31563,10602.26087,5780.405304,9377.722403,10298.06913,3093.921215,2.59890944,3.122269568,3.420357176,3.426803765,1.868310439,3.031015255,3.328484604
45.72,6.1,6.1,4.57,1.334792123,Intact,3878.208443,4998.470725,5670.354323,6047.689173,4155.098213,4797.54896,5635.403754,4572,0.848252065,1.093278811,1.240234979,1.322766661,0.908814132,1.049332668,1.232590497
219.46,5.58,21.73,3.17,6.85488959,Intact,10552.44339,12794.69471,14080.49253,13811.18018,6226.290677,12402.27417,13740.09828,8666.0129,1.217681477,1.476422301,1.624794781,1.593717935,0.718472353,1.431139592,1.585515558
76.2,6.1,7.62,4.57,1.667396061,Intact,4334.546992,5586.62758,6337.569947,6699.417214,4305.675694,5362.063881,6298.506837,6175.800525,0.701859941,0.904599745,1.026194082,1.084785233,0.697185033,0.868237868,1.019868892
106.68,5.49,6.71,1.19,5.638655462,Intact,15620.56465,16081.00072,16314.86442,15357.26204,8843.154333,16005.64954,15159.3244,8816.528926,1.771736336,1.823960524,1.850486122,1.741871679,1.003019942,1.815413943,1.719420934
182.88,5.94,16.92,2.44,6.93442623,Intact,12097.42068,14040.63935,15119.59784,14630.84164,6908.155152,13706.52488,14562.25931,8345.607515,1.449555428,1.682398714,1.811683309,1.753118825,0.82775941,1.642363945,1.74490105
91.44,6.1,12.19,1.52,8.019736842,Intact,16483.16837,17677.0005,18302.12815,17195.99723,8504.113533,17478.28422,17215.22886,5146.313346,3.202908036,3.434886162,3.556357128,3.341420562,1.652467108,3.396272835,3.345157535
35.05,5.49,9.75,2.44,3.995901639,Intact,9183.218368,10658.32632,11477.36962,11353.95759,6324.974283,10404.69819,11054.29089,2140.862296,4.289495119,4.978520262,5.361096623,5.303450678,2.954405006,4.860050183,5.163475912
50.6,6.1,6.1,1.37,4.452554745,Intact,12936.79751,13635.12473,13996.09631,13393.63871,8060.07145,13519.71883,13096.70303,5060,2.556679349,2.694688682,2.766026938,2.646964172,1.592899496,2.671881192,2.588281232
76.2,6.1,9.14,1.37,6.671532847,Intact,15835.61596,16690.42115,17132.27759,16131.77313,8598.7933,16549.15563,16031.35238,5296.299336,2.989939758,3.151336451,3.234763842,3.045857515,1.623547454,3.124663955,3.026896964
35.05,4.88,7.32,2.59,2.826254826,Intact,7496.148933,8787.377162,9509.619659,9567.086113,5846.410865,8564.46371,9186.438357,2434.027778,3.079730232,3.610220574,3.906947877,3.93055749,2.401949114,3.518638443,3.774171536
42,10,5,1.8,2.777777778,Intact,8914.45767,9833.892024,10325.54666,10207.7207,6719.202857,9679.057677,9794.803056,9450,0.943328854,1.040623495,1.09265044,1.080182085,0.711026757,1.024238908,1.036487096
36,7,5,2.4,2.083333333,Intact,6685.843253,7738.405222,8321.641474,8442.463905,5735.89837,7557.632402,8008.267887,5184,1.289707418,1.492747921,1.605254914,1.62856171,1.106461877,1.457876621,1.544804762
38,7,5,1.8,2.777777778,Intact,8914.45767,9833.892024,10325.54666,10207.7207,6719.202857,9679.057677,9794.803056,5472,1.629104106,1.79712939,1.886978555,1.865446035,1.227924499,1.76883364,1.789985939
22,6,6,1.5,4,Intact,11718.35893,12539.32147,12968.49596,12520.21464,7647.798513,12402.7952,12190.26659,2200,5.326526786,5.699691576,5.894770889,5.691006654,3.476272051,5.637634181,5.541030268
36.58,6.1,6.1,3.66,1.666666667,Intact,4842.462454,6014.057879,6697.867216,7002.234289,4694.837952,5807.023909,6583.087342,3658,1.323800562,1.644083619,1.831018922,1.914224792,1.283443945,1.587486033,1.799641154
51.82,6.1,7.62,3.66,2.081967213,Intact,5412.262228,6721.716193,7485.98757,7756.828696,4864.975175,6490.321082,7357.701851,4199.868546,1.288674197,1.600458709,1.782433781,1.846921781,1.158363678,1.545362911,1.751888606
137.16,5.49,12.8,3.66,3.49726776,Intact,7014.655216,8711.795469,9702.342485,9846.944717,5285.930251,8411.89187,9536.075581,7001.239861,1.00191614,1.244321812,1.385803469,1.406457272,0.754999165,1.201486028,1.36205526
91.44,6.1,9.14,4.57,2,Intact,4747.219663,6118.505197,6940.941401,7284.05117,4432.818109,5872.561801,6898.159267,6355.559203,0.746939728,0.962701314,1.092105538,1.14609131,0.69747098,0.924003949,1.085374087
45.72,6.1,7.62,4.88,1.56147541,Intact,4059.196671,5289.39748,6033.162865,6415.413214,4153.022876,5067.793017,6015.684759,3705.480315,1.095457627,1.427452592,1.628172963,1.731331074,1.120778556,1.367648074,1.623456137
19.81,6.1,7.62,3.2,2.38125,Intact,6190.274923,7517.44023,8279.37268,8475.839635,5237.966752,7285.023119,8083.025713,1605.546042,3.8555574,4.682170447,5.156733263,5.27910095,3.262420768,4.537411528,5.03444031
29.77,5,14,3,4.666666667,Intact,8950.044469,10752.376,11778.92094,11700.41587,5981.997479,10438.1172,11462.533,1370.78699,6.529128549,7.843943718,8.59281641,8.535546339,4.363914688,7.614689428,8.362008894
58.53,6,11.42,3.5,3.262857143,Intact,6928.63108,8540.962225,9476.859647,9623.297866,5319.50942,8256.89884,9293.662145,3404.729599,2.035001864,2.508558162,2.783439733,2.826449968,1.56238822,2.425126166,2.729632963
58.53,6,14,3.5,4,Intact,7671.466688,9456.659826,10492.89712,10568.5746,5495.731307,9142.141307,10290.05856,2986.22449,2.56895177,3.166761192,3.513767017,3.539109211,1.840361073,3.061438059,3.445842265
42.59,6,15,3.7,4.054054054,Intact,7511.494187,9345.790112,10417.81801,10516.50109,5389.470303,9021.413241,10244.85656,2086.91,3.599337867,4.478290924,4.99198241,5.039269108,2.582512089,4.322856875,4.909103201
13.22,6,8,2.6,3.076923077,Intact,7806.458864,9157.02974,9912.824391,9940.801788,5917.543874,8923.810602,9577.785563,1012.15625,7.712701339,9.04705152,9.793768887,9.82141027,5.84647269,8.816633402,9.46275396
65.78,5,10,2.2,4.545454545,Intact,10314.77477,11766.41974,12562.19178,12299.38683,6722.79635,11518.57951,12036.64863,3700.125,2.787682786,3.180006012,3.39507227,3.324046303,1.816910604,3.113024428,3.253038378
54.65,5,10,2.2,4.545454545,Intact,10314.77477,11766.41974,12562.19178,12299.38683,6722.79635,11518.57951,12036.64863,3074.0625,3.355421293,3.82764493,4.086511509,4.001020418,2.186941986,3.747021901,3.915551043
54.99,5,9.47,3,3.156666667,Intact,7360.988934,8843.321505,9687.606245,9774.69899,5619.293763,8584.858484,9427.392105,3209.673323,2.293376364,2.755209212,3.018253034,3.045387492,1.750736975,2.674682942,2.937181189
45.72,6.4,6.55,3.51,1.866096866,Intact,5232.34008,6453.008721,7161.809134,7437.906783,4859.170343,6237.907923,7024.365933,4467.897151,1.171096806,1.444305566,1.602948522,1.664744405,1.087574351,1.396161933,1.572186131
82,6,12,3,4,Intact,8286.131063,9954.765818,10905.16176,10899.47991,5836.261455,9663.818707,10612.24345,4612.5,1.796451179,2.158214812,2.364262712,2.363030874,1.265314136,2.095136847,2.300757387
70.1,6,12,3.35,3.582089552,Intact,7420.415878,9080.520199,10038.97674,10133.89104,5492.584987,8788.899917,9823.374872,3943.125,1.88186169,2.30287404,2.54594433,2.570015164,1.392952287,2.228917399,2.491266412
21.34,6.71,6.1,2.74,2.226277372,Intact,6468.398753,7654.223314,8322.128655,8476.543258,5505.191036,7448.723674,8061.966385,2352.735,2.749310378,3.253329981,3.537214627,3.602846584,2.339911225,3.165984981,3.426635973
30.48,6.4,6.4,3.66,1.74863388,Intact,4960.110271,6160.169652,6860.592165,7158.593499,4731.040098,5948.105784,6743.023709,3048,1.627332766,2.021053036,2.250850448,2.348619914,1.55217851,1.951478275,2.21227812
41.15,6.4,6.4,1.98,3.232323232,Intact,9168.688683,10276.62037,10876.10832,10738.06905,6632.929346,10088.81953,10366.3487,4115,2.228113896,2.497356105,2.643039689,2.609494302,1.611890485,2.45171799,2.519161287
78.54,6,14,2.7,5.185185185,Intact,9944.493855,11738.71159,12747.45903,12542.9948,6338.8846,11428.08891,12339.87733,4007.142857,2.481691871,2.929446741,3.181184071,3.130159129,1.581896335,2.851929497,3.079470278
78.54,6,14,2.4,5.833333333,Intact,11187.55559,12948.82864,13924.76955,13556.94727,6763.114386,12646.33785,13400.39525,4007.142857,2.791903355,3.231436737,3.474987054,3.383195398,1.687764731,3.15594884,3.344127156
