,Depth,PW,BW,MH,Stability,cluster
0,-0.03014066328523495,-1.0316066935862893,0.018153458618391308,-1.4540617242176777,Failed,0
1,-1.0869270268840143,-0.9257707755260093,0.34284322587333776,-0.08978005861931476,Failed,0
2,-0.39285123723227366,-0.6001217968789941,-0.14419142500908122,-1.0528024108063945,Failed,0
3,-0.5495780284439571,-0.8850646531951325,0.018153458618391308,-1.0706361580691182,Failed,0
4,-1.2660433596973668,-0.6510044497925902,-1.3617780522151295,0.17772615032154096,Failed,0
5,-1.310822442900705,-0.8036524085333786,-0.14419142500908122,-0.0006113223056961885,Failed,0
6,-1.2212642764940287,-0.8036524085333786,-0.14419142500908122,-0.08978005861931476,Failed,0
7,-0.8406420692656548,-0.6001217968789941,-1.7676402612838122,-0.17894879493293334,Failed,0
8,-0.7958629860623166,-1.1089483260149555,-0.9559158431464466,-0.8922986854418812,Failed,0
9,-0.6167466532489642,-0.6001217968789941,-1.7676402612838122,-0.6247924765010259,Failed,0
10,-0.504798945240619,-0.6001217968789941,-1.7676402612838122,-0.713961212814644,Failed,0
11,0.22957801929412594,-0.7832993473679403,0.018153458618391308,-0.9101324327046049,Failed,0
12,-0.49360417443978444,-0.5126036338676088,0.8623468534812522,0.7127385682032517,Failed,1
13,0.01463841991810316,0.1183412622609832,0.6188295280400419,1.9254333820684635,Failed,1
14,-0.09059242560974146,-0.31517894056285567,0.8298778767557567,0.578985463732824,Failed,1
15,-0.16895582121558314,-0.49835649105180185,-1.7676402612838122,-1.0706361580691182,Failed,0
16,-0.314487841626432,-0.49835649105180185,-1.7676402612838122,-0.8031299491282626,Failed,0
17,-0.3704616956306046,-0.8036524085333786,-1.7676402612838122,-0.9814674217554997,Failed,0
18,-0.3704616956306046,-0.49835649105180185,-1.7676402612838122,-0.9814674217554997,Failed,0
19,-0.07939765480890693,0.010470038084159515,-1.7676402612838122,0.8910760408304887,Failed,2
20,-0.07939765480890693,-0.4576503687209249,-2.0923300285387585,-0.8922986854418812,Failed,0
21,-0.44524276458017936,-0.9461238366914478,-0.6961640293424894,-0.09869693225067643,Failed,0
22,1.973723310064145,1.0281230963560821,-1.7676402612838122,2.620949525314688,Failed,2
23,2.6297368789930484,1.4351843196648513,-0.14419142500908122,1.6757609203903314,Failed,2
24,2.853632295009739,1.4351843196648513,-0.14419142500908122,2.567448283526516,Failed,2
25,2.016263439107316,1.201124116262309,-0.9721503315091936,2.2196902119034045,Failed,2
26,2.589435704110044,1.201124116262309,-0.9721503315091936,2.2196902119034045,Failed,2
27,2.399124600495857,1.201124116262309,-0.9721503315091936,2.2196902119034045,Failed,2
28,-0.9167665107113295,-0.7832993473679403,2.485795689755983,1.6757609203903314,Failed,1
29,-0.33687738322810107,-0.7832993473679403,2.485795689755983,-0.49995624566195984,Failed,1
30,0.5251199684361575,-0.19306057357022502,-0.14419142500908122,0.7127385682032517,Failed,1
31,0.5027304268344884,-0.2948258793974173,0.6675329931282843,0.26689488663515915,Failed,1
32,0.4355618020294813,-0.19306057357022502,0.8298778767557567,0.6235698318896334,Failed,1
33,-0.5831623408464607,-0.8036524085333786,-0.14419142500908122,0.8019073045168702,Failed,1
34,0.771404926054517,0.12241187449407116,0.586360551314548,-0.16111504767020962,Failed,1
35,0.6818467596478409,0.12241187449407116,0.6350640164027903,0.15989240305881725,Failed,1
36,0.0997186780044455,0.010470038084159515,-1.7676402612838122,-0.17894879493293334,Failed,0
37,0.41317226042781224,0.4175312613929286,-0.14419142500908122,-0.08978005861931476,Failed,2
38,-0.16895582121558314,0.5192965672201209,-0.9559158431464466,-0.08978005861931476,Failed,2
39,0.2340559276144598,0.21400064973854405,-0.14419142500908122,-0.08978005861931476,Failed,0
40,0.771404926054517,0.31576595556573633,-0.9559158431464466,-0.08978005861931476,Failed,2
41,0.41317226042781224,0.4175312613929286,-0.14419142500908122,2.674450767102859,Failed,1
42,0.0997186780044455,0.4175312613929286,-0.14419142500908122,-0.0006113223056961885,Failed,2
43,0.5922885932411647,0.4175312613929286,-0.14419142500908122,-0.0006113223056961885,Failed,2
44,1.129637591681222,0.5803557507164364,-0.9559158431464466,2.228607085534766,Failed,2
45,1.129637591681222,-0.04041261482943662,-0.9721503315091936,0.5879023373641861,Failed,2
46,-0.43986927459577874,-0.9705475100899741,0.5051881095008117,0.5879023373641861,Failed,1
47,1.675942406761947,0.45620207760726156,0.018153458618391308,1.6757609203903314,Failed,1
48,-1.098121797684849,-1.2514197541730248,-0.4688811922640277,-0.2681175312465515,Failed,0
49,-0.974979318875669,-1.31247893766934,0.9922227603832308,-0.2681175312465515,Failed,1
50,-0.974979318875669,-1.31247893766934,0.9922227603832308,-0.2681175312465515,Failed,1
51,0.27883501081779793,-0.49835649105180185,-0.14419142500908122,1.6044259313394367,Failed,1
52,-0.46001986203728085,-1.2921258765039016,-1.118260726773919,-1.4718954714804013,Failed,0
53,-0.34807215402893554,-0.49835649105180185,0.5051881095008117,0.8910760408304887,Failed,1
54,-0.34807215402893554,-0.5390626133826788,0.18049834224586525,0.8910760408304887,Failed,1
55,-0.4824094036389499,-0.9868299590223248,0.6675329931282843,0.26689488663515915,Failed,1
56,-0.9973688604773381,-0.7222401638716248,0.5051881095008117,1.6757609203903314,Failed,1
57,-1.2436538180956977,-1.31247893766934,0.6675329931282843,-1.248973630696355,Failed,0
58,-0.34807215402893554,-0.7832993473679403,0.018153458618391308,0.8910760408304887,Failed,1
59,-0.34807215402893554,-0.7832993473679403,0.018153458618391308,0.8910760408304887,Failed,1
60,-0.8182525276639857,-0.7222401638716248,0.5051881095008117,2.8527882397300957,Failed,1
61,-0.8182525276639857,-0.7222401638716248,0.5051881095008117,2.8527882397300957,Failed,1
62,-0.8182525276639857,-0.7222401638716248,0.5051881095008117,2.8527882397300957,Failed,1
63,-0.9413950064731655,-0.905417714360571,-0.9559158431464466,-0.713961212814644,Failed,0
64,-1.0197584020790071,-1.3531850600002169,0.5051881095008117,-0.6247924765010259,Failed,0
65,-1.0085636312781727,-1.3735381211656554,0.6675329931282843,-0.8031299491282626,Failed,0
66,-0.7734734444606476,-1.04788914251864,0.18049834224586525,-0.17894879493293334,Failed,0
67,0.19823266105178947,-0.49835649105180185,0.6675329931282843,1.4260884587121994,Failed,1
68,0.5475095100378266,-0.47800342988636346,0.18049834224586525,1.3369197223985814,Failed,1
69,-0.3704616956306046,-0.7832993473679403,0.018153458618391308,1.3993378378181145,Failed,1
70,-0.3704616956306046,-0.7832993473679403,2.485795689755983,0.043973045851112905,Failed,1
71,-0.43986927459577874,-0.7832993473679403,2.485795689755983,0.8554085463050414,Failed,1
72,-0.8160135735038188,-1.155760366695464,0.5051881095008117,0.043973045851112905,Failed,1
73,-1.1563346058491883,-1.2799140398046385,3.963134130765987,0.043973045851112905,Failed,1
74,-1.259326497216866,-1.218854856308323,3.4760994798835694,1.3993378378181145,Failed,1
75,-1.0734933019230128,-0.9705475100899741,1.4954918996283966,2.2196902119034045,Failed,1
76,-1.1227502934466849,-1.2799140398046385,2.972830340638402,-0.7763793282341772,Failed,1
